id,mass,height,waist,foot,sittingHeight,upperLegLength,kneeHeight,forearmLength,age,gender,handedness,birthOrder
35059,23,125.1,50.1,19.1,692,388,368,321,8.312,M,both,1
35060,31.1,134.6,56.4,20.9,709,449,423,354,9.375,M,right,5
35061,29.6,139.8,52.9,21.6,715,467,456,371,11.243,M,right,2
35062,27.3,124,59.9,19.6,690,382,382,335,7.989,M,right,1
35063,20.1,118.8,50.3,18,641,370,357,300,6.358,M,right,2
35064,16.7,104,50.9,15.8,583,328,312,267,5.416,M,right,1
35065,26.6,132,56.3,20.2,700,424,428,341,8.89,M,right,1
35066,23.1,117.8,54.1,17.8,654,385,355,314,6.046,M,right,1
35067,30.7,133.4,57.4,20,721,441,409,346,11.561,M,right,2
35068,50.7,158,73.8,23.5,810,537,504,423,13.709,F,right,7
35069,44.5,154.5,68,21.9,790,553,474,411,13.26,F,right,1
35070,40,150.5,66.2,23.5,763,511,481,395,12.09,F,right,1
35071,41.3,146.8,66.6,22.6,774,498,478,393,12.802,M,right,1
35072,66.8,167,79.4,26.8,828,588,563,458,12.816,M,right,2
35073,53.8,170.3,69.6,26.1,873,571,546,448,12.819,M,right,1
35074,63.4,173.7,77.8,25.4,923,575,556,460,14.616,M,left,5
35075,61.1,162.4,75.6,26,852,546,532,451,14.558,M,right,1
35076,37.3,152,63.1,24.3,812,488,509,417,14.756,M,right,3
35077,49.1,158.9,71.7,24,811,557,524,423,13.838,M,right,1
35078,56.3,157.7,79.8,23.8,834,535,503,412,14.632,M,right,1
36001,43.2,154.6,63.9,23.9,789,512,511,423,12.199,M,right,3
36002,39.4,142.9,67.3,23.8,762,471,462,381,12.243,M,right,1
36003,31.2,142.2,58.6,22.3,728,472,459,385,12.353,M,right,3
36004,40.9,140.8,66.9,23.5,726,479,452,394,12.158,M,right,7
36005,55.7,167.1,69.7,25.9,860,571,539,459,15.252,M,left,4
36006,53.8,159.4,70.8,22.7,883,534,480,402,15.15,F,right,7
36007,50,154.2,65.3,22.7,825,526,468,412,15.734,F,right,3
36008,57.4,164.9,69.3,23.7,882,556,508,443,14.605,F,right,2
36009,52.5,152.9,68.1,22.5,834,523,467,407,12.068,F,right,2
36010,49.4,148.3,72.1,21.5,787,509,456,392,13.32,F,right,1
36011,32.7,140.1,56.4,21.8,741,467,424,371,13.032,F,right,4
36012,57.1,165.7,66.1,25.1,847,593,525,435,13.378,F,right,2
36013,43.9,161,61.5,23.8,830,551,497,430,13.29,F,right,1
36014,44.7,153.7,60.4,22.3,813,513,467,406,14.821,F,right,3
36015,45.2,158.1,64.8,24.1,815,528,499,408,13.449,F,right,2
36016,55.4,149.5,79.9,23.1,786,525,480,398,12.846,F,right,4
36017,44.6,152.6,63.6,23.8,796,494,498,409,13.408,M,right,2
36018,46.4,150.4,75.5,22.4,809,522,480,395,13.545,M,right,3
36019,44.9,153,61.9,23.5,829,491,494,413,13.657,M,right,3
36020,33.6,148.2,57.2,22.6,761,495,472,389,12.95,M,right,1
36021,41.9,154,68.2,23.2,787,526,487,404,12.906,M,right,1
36022,58.7,158.3,77.5,23.1,839,527,508,411,14.887,M,right,2
36023,71.2,174.4,76.6,28.4,902,586,566,498,14.967,M,right,1
36024,64.4,167.9,74.1,26.3,856,573,537,456,14.545,M,right,3
36025,69.6,175.9,76.3,27.4,934,573,559,477,13.613,M,right,1
36026,54,163.1,69.1,24.6,859,544,518,437,14.621,M,right,1
36027,57.1,161.2,74.7,26.2,842,518,507,456,13.772,M,right,4
36028,48.8,159.5,66.7,25.2,812,536,514,423,14.339,M,right,3
36029,43.9,156,66.2,23.9,817,521,492,420,14.687,M,right,3
36030,44.9,153.5,73.1,23.5,771,538,481,421,13.536,M,right,1
36031,39.5,152.9,63.3,24.1,759,516,494,419,13.728,M,right,2
36032,53.4,162.3,69.4,26.4,837,548,528,455,14.506,M,right,2
36033,35.7,151.1,63.6,23.1,742,493,501,397,12.383,M,right,3
36034,44.7,148.7,65.9,23.4,776,509,507,396,12.547,M,right,3
36035,74.5,178,80.8,27.4,969,590,538,488,14.873,M,right,2
36036,81.2,176.8,87.3,28.1,917,602,584,504,14.75,M,right,2
36037,52,160.6,70.8,24.7,812,543,545,428,13.145,M,right,2
36038,43.7,152.4,64,24.6,807,511,491,409,12.709,M,right,1
36039,64.1,168.9,75.2,26.8,821,567,564,471,15.035,M,right,2
36040,43.2,152.8,67.6,24.3,786,517,493,416,14.558,M,right,2
36041,58.8,168.1,79.4,25.5,876,569,564,445,12.783,M,right,2
36043,49.5,162.8,63.9,25.6,856,520,516,451,14.643,M,right,2
37001,63.3,167.1,75.7,24.6,913,544,531,452,18.002,M,right,1
37002,61.3,173.9,71.4,24.3,928,561,544,474,17.646,M,right,2
37003,66.6,176.8,70.1,26.2,928,590,559,481,18.287,M,right,5
37004,80.3,179.9,78.7,26.6,948,585,586,479,17.745,M,right,2
37005,71.3,176.3,76,27,951,577,548,488,18.704,M,right,3
37006,76.1,177.7,75.6,27.6,937,592,569,476,18.15,M,right,2
37007,72.1,186.6,75.6,27.3,943,623,616,505,15.893,M,left,4
37008,64.8,174.4,72.5,26,919,563,550,465,16.802,M,right,3
37009,91.5,180.7,89.6,27.6,975,596,562,493,18.073,M,right,2
37010,61.4,172.4,71.3,26.2,906,584,547,468,16.161,M,right,2
37011,70.4,171.2,77.4,26,885,584,548,468,17.994,M,right,2
37012,67,176,84,25.6,888,604,568,486,16.465,F,right,4
37013,46.3,160.9,69.3,22.2,841,533,490,423,17.545,F,right,4
37014,53.8,159.5,64.2,21.9,870,533,481,412,17.572,F,right,1
37015,53.5,162.3,70.5,22.8,862,542,485,411,15.684,F,right,1
37016,61.2,167.8,81.6,24.3,861,580,529,452,15.75,F,right,3
37017,53.9,172,65.8,25,887,584,524,446,18.068,F,right,1
37018,59.3,166.1,72,24.9,897,554,506,429,15.493,F,left,5
37019,64,172.9,75.1,25.6,910,575,540,447,14.43,F,right,1
37020,46,153,68.8,22.8,810,508,476,409,16.147,F,right,5
37021,62.3,163.9,82.4,23,869,548,505,429,17.673,F,right,2
37022,64.2,160.3,82.1,24.2,844,563,504,423,18.347,F,right,3
38001,25.9,123.2,54.6,18.7,662,410,377,308,7.931,F,right,3
38002,25.1,121.8,57.6,18.9,655,400,360,324,7.482,F,right,2
38003,34.6,138.1,69.3,21.9,732,444,417,361,10.189,F,right,1
38004,21.4,115.2,56.4,17.8,621,375,359,298,7.09,F,right,2
38005,41.4,149.9,63.3,23.2,755,498,482,411,11.079,F,both,3
38006,33.3,139.8,60.8,21.2,726,471,432,370,11.506,F,right,1
38007,40,151.4,63.2,23.2,775,515,474,414,13.282,F,right,2
38008,20.2,110.9,53.8,17.5,640,332,335,302,5.082,M,right,1
38009,23.5,116.7,55.4,19.5,630,378,356,315,5.556,M,right,3
38010,18.8,111.9,51,18.3,623,348,345,301,5.446,M,right,2
38011,18.7,109.6,52.7,16.8,614,347,329,293,5.509,M,both,1
38012,18.4,109,53.1,17.3,616,337,312,291,5.084,M,right,3
38013,23.9,123.5,53.8,19.7,676,383,382,318,7.101,M,right,1
38014,26.1,120.7,57,18.5,679,371,373,298,6.304,M,right,2
38015,23.8,124.5,57.3,19.1,687,399,376,320,7.391,M,right,1
38016,21.4,113.2,54.9,17.1,623,361,340,294,7.035,M,left,2
38017,27,128.2,56.5,19.2,696,401,378,327,9.194,M,right,4
38018,28.8,134.9,59,20.3,731,432,431,344,8.35,M,right,1
38019,33.4,142.1,55.5,22.5,758,473,438,374,11.649,F,right,2
38020,37.3,145.8,61.2,22.3,753,490,460,386,11.284,F,right,2
38021,52.6,166.9,63,24.2,829,574,534,449,11.679,F,right,2
38022,33.9,140.3,57.6,21.3,718,466,441,382,11.356,F,right,1
38023,29.8,135.9,56,21.6,703,456,418,367,10.715,F,right,2
38024,28.9,141.1,57.5,20.9,718,463,437,372,11.161,F,right,2
38025,24.1,133.8,53.3,20.1,688,441,424,351,10.145,F,right,1
38026,25.4,128.6,56.3,20.6,688,415,397,340,9.424,F,right,1
38027,31.3,136.2,57.8,21.1,695,455,438,344,10.284,F,right,3
38028,25.3,132.9,54,21.4,694,419,418,358,9.731,F,right,2
38029,29.7,134.7,56.3,20.6,734,439,413,341,10.542,F,right,1
38030,27.9,133.7,56.7,20.2,693,425,420,347,10.013,F,right,1
38031,26.7,133.1,52.9,19.2,701,428,413,350,10.747,F,right,4
38032,31.9,144.3,54,21.9,758,460,446,372,10.498,F,right,2
38033,32.8,143.5,59.1,22.2,745,481,452,378,11.304,M,right,1
38034,31.1,142.6,54.7,21.7,752,478,449,379,11.621,M,right,2
38035,44.9,154.8,66.6,24.1,785,512,534,417,10.378,M,right,1
38036,42.9,143.8,72.1,22.4,767,477,461,381,10.715,M,right,5
38037,28.6,137.5,51.9,20.7,729,454,451,369,9.257,M,right,1
38038,31.1,136.3,61.3,20.3,708,454,450,367,10.265,M,right,1
38039,32.3,134.6,62.7,20.9,702,445,431,356,8.139,M,left,1
38040,22.2,123.6,51.5,18.5,668,388,387,319,7.476,M,left,2
38041,28,123,59.7,19.4,696,394,370,324,7.473,M,right,1
38042,24.8,131.2,52.2,20,677,420,424,346,8.701,M,right,3
38043,23.5,117.6,55.2,18.8,661,374,361,309,6.46,M,right,2
38044,27.7,133.6,55.7,20.2,704,434,406,345,7.063,M,right,3
38045,23.3,125.1,52.2,20.1,679,397,394,335,7.605,M,right,1
38046,17.1,103.8,48.2,16.2,591,316,308,279,4.983,F,right,3
38047,21,121.6,48.3,19.1,665,384,378,307,6.756,F,left,2
38048,28.9,128.7,59.4,20.4,717,390,387,339,5.739,F,right,2
38049,26.7,135.7,50.6,20.7,709,447,420,359,9.906,F,right,1
38050,19.7,117.7,51.4,18.9,650,354,355,299,6.079,F,right,3
38051,24.6,118.2,58.7,18.1,651,387,364,301,6.75,F,right,1
38052,22.5,118.8,53.4,19,646,373,374,315,6.145,F,right,2
38053,20.8,116.1,50.9,17.5,616,381,351,303,5.712,F,right,1
38054,19.6,111.4,50.9,16.9,618,346,344,288,5.635,F,both,3
38055,16.3,111,45.2,15.7,619,353,340,272,5.509,F,right,1
38056,28.3,133.6,55.4,20.5,694,433,413,334,9.131,F,right,1
38057,32.2,138.6,59.7,21.6,727,467,433,370,9.75,F,right,2
38058,31.5,138.2,57.5,20.3,706,460,437,357,9.575,F,right,2
38059,27.8,137.2,53.8,22.3,708,461,427,366,9.356,F,right,2
38060,28.8,133.2,58,21,707,436,394,335,9.419,F,right,2
38061,24,130.2,50.8,19.2,681,423,394,329,9.052,F,right,4
38062,28.9,140.8,51.6,21,766,452,412,365,10.69,F,right,2
38063,32.3,145.9,56.8,21.1,755,484,463,392,11.383,F,right,1
38064,31.5,134.6,56.5,20.4,737,428,392,336,10.117,F,right,2
38065,33.1,144,59,22,772,476,443,392,10.682,F,right,1
38066,24.3,125,55.4,19,651,407,375,323,8.09,F,right,2
38067,23.9,124.5,50.3,19.1,673,406,388,322,8.556,F,right,1
38068,23.1,123.9,53.4,19.2,653,404,393,336,8.66,F,right,2
38069,27.5,132.1,53.5,20.8,723,423,399,340,8.567,F,right,3
38070,23.3,123,52.9,19.2,670,401,376,323,8.301,F,left,1
38071,24.6,126.4,50,21.1,661,424,387,358,7.953,F,right,1
38072,31.1,127.3,61.4,19.9,690,418,397,351,7.512,F,right,1
38073,21.2,117.3,50.9,18.6,650,386,350,308,6.991,F,right,1
38074,22.3,119.5,54.7,18.4,651,378,364,314,7.167,F,right,5
38075,16.7,112.5,46,17.6,596,367,372,300,7.301,F,left,3
38076,25.7,130,57,20.3,688,433,382,322,7.816,F,right,2
39001,27.8,128.3,,,717,415,,,8.682,M,right,2
39002,26.7,127.5,,,704,409,,,8.249,M,right,10
39003,26.7,128,,,698,416,,,8.276,M,right,10
39004,27.8,127.4,,,695,417,,,8.709,M,right,2
39005,23.9,125.4,,,697,375,,,7.057,M,right,1
39006,17.5,109.7,,,611,353,,,6.336,M,right,2
39007,17.4,109.9,,,615,341,,,5.55,M,right,2
39008,31.7,136.1,,,751,423,,,8.813,M,right,
39009,23.8,125.1,,,709,382,,,7.671,M,right,3
39010,20.3,120.8,,,655,392,,,7.805,M,right,3
39011,24.5,124.5,,,685,392,,,7.591,M,right,3
39012,18.6,114.3,,,644,344,,,5.871,M,right,1
39013,21.4,111.9,,,621,362,,,5.635,M,right,1
39014,20,110.4,,,641,337,,,5.673,M,right,1
39015,18,114.4,,,623,347,,,5.572,M,right,3
39016,23.4,120.9,,,669,371,,,5.698,M,right,1
39017,21.4,115.5,,,625,355,,,5.86,M,right,1
39018,24.5,121.5,,,667,386,,,7.863,M,right,3
39019,14.1,94.4,48.8,15,528,298,278,258,2.821,F,both,1
39021,17.8,105.6,53.3,16.1,587,323,303,276,4.6,M,right,1
39022,14.8,87.5,46.7,13.2,539,270,247,225,2.153,M,right,2
39023,16.3,102.4,49.4,16.2,596,322,293,267,3.936,F,right,1
39024,12.9,86.5,47.1,13.6,504,265,248,235,2.219,M,right,2
39025,14.1,91.6,48.2,14.6,537,279,261,246,2.342,F,both,1
39026,18.5,108.6,51.7,17.8,645,320,308,278,4.386,M,right,1
39027,13.7,95.4,46.2,15.6,536,307,273,243,3.082,F,right,2
39028,19,107.9,54.8,16.8,622,331,309,273,3.928,F,right,1
39029,16.5,106.7,47,16.3,603,324,313,280,4.246,M,left,1
39030,14,93.3,51.2,14.3,555,274,274,248,2.786,M,right,4
39031,16.5,103.8,50.5,16,590,325,305,274,4.265,F,right,3
39032,17.3,107.9,48.9,17,602,342,323,281,5.446,F,right,2
39033,16.2,96.7,48.7,14.9,568,305,266,248,3.12,F,right,1
39034,15.7,99.7,50.5,15.8,569,300,279,260,3.747,M,left,6
39035,11.5,91.4,38.8,13.9,538,270,263,235,2.613,F,both,1
39036,15,95.5,49.8,15.7,549,311,277,258,3.191,F,right,2
39037,18.8,108.1,53.3,17.2,609,333,328,294,4.199,F,right,2
39038,16.3,97,47.6,15.8,566,290,267,261,3.279,M,right,1
39039,16.9,102.1,48.9,16.6,585,312,292,265,3.438,M,right,1
39040,13.7,92,47.3,14.7,553,249,258,245,2.43,M,both,3
39041,14.2,97.7,46.9,14.8,549,284,281,252,3.931,F,right,2
39042,13.7,87.4,47.5,16.1,530,285,265,235,2.517,F,right,1
39043,16.5,101.3,49.1,16.2,565,322,304,275,3.78,F,right,1
39044,14.4,101.5,47.5,16.2,579,295,306,264,3.923,F,right,2
39045,13.1,95.4,45.1,14.6,552,285,295,245,3.616,M,right,1
39046,18.8,107.6,53,17,616,341,303,281,4.989,M,right,3
39047,14.5,95.5,49.4,14.3,568,289,276,244,3.197,M,right,4
39048,14.8,94.7,49.5,14.4,561,278,287,242,3.197,M,right,4
39049,16.6,96.8,51.8,15.4,538,311,278,259,3.279,F,right,1
39050,19,112.6,49.3,18,640,340,347,294,4.909,M,left,3
39051,16.5,107,51.8,16.8,583,327,332,286,4.66,M,right,1
39052,19.6,105.5,52.8,17.7,592,323,312,277,4.024,M,right,1
39053,21.2,116.9,58.1,18.2,649,359,353,304,5.156,M,left,1
39054,10.9,86.5,44.2,13.6,522,262,243,223,2.432,F,right,2
39055,15.3,102.1,46.9,15.6,589,304,299,274,4.18,M,left,2
39056,14.5,97.9,47.2,15.5,564,298,288,260,4.284,M,right,1
39057,17.7,110.8,,,618,336,332,,5.6,M,right,1
39058,17.2,103.6,50,16.5,577,316,303,272,4.126,F,right,1
39059,23.8,114.1,56.9,20.2,645,357,352,318,3.813,F,right,1
39060,12.1,86.8,,14.4,506,263,265,233,2.123,F,right,2
39061,12.6,88.6,46.4,13.3,505,255,254,238,2.219,M,right,1
39062,14.5,95.9,45.8,14.8,548,313,290,253,3.205,F,right,2
39063,12.3,90.9,45.2,14.1,536,279,257,222,3.167,F,right,1
39064,14.3,94.3,47.9,14.9,553,269,270,246,3.712,M,right,1
39065,14,98,48.8,15.6,562,301,235,261,3.238,F,right,1
40001,48,155.3,67.2,22.8,818,528,469,406,17.312,F,right,4
40002,50.3,163.8,66.5,23.5,877,551,495,428,17.241,F,right,2
40003,46.9,155.8,63,23.7,808,516,486,431,17.252,F,right,3
40004,58.9,159.7,73,23.8,834,576,497,428,15.928,F,right,4
40005,67.8,172.4,83,24.9,899,567,550,442,16.397,F,right,3
40006,56.8,162.7,74.2,22.5,880,566,487,410,17.646,F,right,4
40007,71.2,163.3,79.3,24.3,861,577,513,425,15.824,F,right,2
40008,47.6,160.6,66.6,22.2,860,527,480,415,17.424,F,right,2
40009,55.8,164.6,65.1,23.4,885,555,489,409,17.191,F,right,2
40010,53.2,165.9,68.5,24.4,855,560,521,442,17.252,F,right,3
40011,65.4,165.6,80.2,23.7,882,576,500,437,17.528,F,right,2
40012,60,170.3,67.1,23.3,878,595,526,443,17.084,F,right,1
40013,72.8,168.1,77.7,25.1,903,589,510,438,17.893,F,both,3
40014,71.4,163.4,78.2,24.4,856,574,496,441,16.794,F,right,2
40015,54.3,164.4,73.2,24.2,843,535,529,436,16.556,F,right,1
40016,58.4,168,77.9,24.2,888,584,508,445,15.898,F,right,2
40017,75.3,177.1,78,26.7,926,606,536,487,17.15,M,right,2
40018,65.4,179.2,73.3,27.7,928,593,599,491,16.863,M,right,3
40019,73.3,183.6,77,26.3,943,606,589,477,18.093,M,right,2
40020,70.4,167.5,77.1,25.3,889,559,518,451,17.153,M,right,1
40021,71.4,187.6,73.4,28.2,971,619,595,507,17.386,M,right,6
40022,69.3,181.1,75.3,27.1,927,592,602,507,15.23,M,right,4
40023,69.8,180.6,75.2,26.9,937,616,598,494,15.794,M,right,3
40024,59.7,167.2,72.8,24.4,897,546,519,445,17.071,M,right,2
40025,64,165.8,72.5,24.8,853,548,538,464,17.632,M,right,1
40026,70.2,182.5,70.9,29.3,932,628,589,521,16.309,M,right,3
40027,48.5,154.3,66.6,22.5,853,518,470,411,14.816,F,right,5
40028,62.5,167.2,74.9,24.3,875,577,498,427,16.652,F,right,1
40029,60.1,163.6,70.9,23.3,892,543,502,424,15.671,F,right,5
40030,45.5,160.1,61.4,22.6,841,502,479,425,17.106,F,right,4
40031,68.4,168.9,72.9,24.2,879,598,525,431,15.857,F,both,1
40032,57.2,169.6,76.2,24.4,883,563,504,447,17.219,F,right,1
40033,55.5,167.3,67.9,23.9,903,551,497,432,18.367,F,right,2
40034,53.1,162.1,68.7,23.5,840,545,497,428,16.8,F,right,1
40035,44.8,156.6,65.5,25,811,510,520,430,13.134,M,right,1
40036,54.2,163.4,67.2,25.3,857,538,517,439,13.665,M,right,3
40037,40,151.6,62.8,24.9,796,496,467,404,12.326,M,left,1
40038,42.2,147.6,66.1,24.2,751,506,489,423,12.134,M,right,4
40039,43.6,147.4,64.2,22.6,770,500,466,391,12.197,M,right,4
40040,41.8,158.8,63.5,24.4,809,534,526,427,12.83,M,right,3
40041,53.2,151.9,78.3,25.6,732,569,527,454,13.734,M,right,2
40042,50.4,155.5,66.2,23.2,837,508,477,415,13.832,F,right,3
40043,51.7,164.3,66.4,23.5,848,550,518,430,12.449,F,right,1
40044,44,150.2,64.4,23.4,800,502,469,386,13.523,F,right,2
40045,65.9,168.5,78.4,24.4,892,573,538,454,13.676,F,right,5
40046,52.4,166.7,64.3,26.5,829,576,538,469,12.947,F,right,2
40047,44.6,157.2,67.3,23,822,526,498,423,13.715,F,right,1
40048,40.8,151.1,62.4,23.5,786,499,476,404,12.273,F,right,1
40049,41.1,147.9,67.3,22.4,775,505,460,420,13.172,F,right,4
40050,42.3,158.5,64.5,23.7,828,529,492,423,13.717,F,right,5
40051,44,146.6,69.6,23.1,748,496,487,397,13.298,M,right,3
40052,57.3,151.5,88.1,24.3,764,525,507,413,12.717,M,right,1
40053,42.6,150.6,69.7,23.7,775,512,495,418,13.556,M,right,1
40054,30.2,143.4,58.6,22.6,736,464,450,397,12.78,M,right,2
40055,40.5,155.2,65.6,22.4,766,540,518,421,14.879,M,right,1
40056,44.4,159.3,62.7,25.9,773,540,546,432,12.939,M,right,1
40057,39.8,152.4,63.2,23.7,797,494,501,409,13.027,M,right,1
40058,56.1,162.1,72.6,26,820,547,539,466,13.353,M,right,3
40059,40,156.3,57,22.5,829,531,462,401,12.673,F,right,2
40060,50.6,169.6,65.7,25.4,909,554,517,436,13.443,F,right,1
40061,39.9,151.6,62.5,24,790,500,479,419,11.961,F,right,7
40062,42,148.2,70.3,22.5,788,494,458,405,12.397,F,right,3
40063,62.3,151.7,89.1,23.9,784,547,469,407,12.213,F,right,1
40064,39.6,151.2,63.8,23.5,775,517,481,403,12.189,F,right,1
40065,50.8,156.1,69.9,23.4,837,518,486,394,12.704,F,right,3
40066,50.1,155.4,70.9,23.7,837,522,467,411,12.583,F,right,1
40067,31.7,146.9,58.1,22.8,744,482,468,393,12.06,F,left,4
40068,32.7,149,55.4,23.1,788,484,458,392,12.273,F,right,4
40069,52.5,157.4,72.5,25.1,815,559,477,414,12.495,F,right,3
40070,49.3,155.1,72.9,22.7,829,515,455,399,13.364,F,right,5
40071,50.7,149.7,79.8,23.5,788,524,468,383,14.043,F,right,3
40072,34.2,145.3,62.2,23.3,765,477,450,401,12.361,M,right,1
40073,55.5,161.7,70.2,26.4,843,534,523,435,12.449,M,right,1
40074,44.1,155.3,64.2,23.9,804,526,498,415,12.213,M,right,4
40075,51.7,172.3,66.4,27,850,588,568,472,13.928,M,right,1
40076,28.5,138.8,52.2,21.3,728,456,437,359,13.205,M,left,2
41001,25.6,126.1,54.6,20.2,686,409,389,340,8.605,F,right,1
41002,27.3,123.8,56.1,19.4,680,396,369,329,7.515,F,right,2
41003,24.2,133,52.6,20,704,443,408,346,9.153,F,left,3
41004,23.3,127.1,53.9,19.9,688,410,394,325,8.789,F,right,3
41005,25.9,130,51.1,20.6,675,428,408,347,9.473,F,right,1
41006,27.5,132.5,53.9,20.5,706,430,413,349,9.334,F,right,2
41007,21.9,124.5,50.4,19.3,660,389,376,321,7.284,F,left,1
41008,23,121.9,50.8,19.3,665,392,365,321,7.021,F,right,1
41009,19.9,115.4,47.8,17.8,619,383,349,301,6.86,F,right,3
41010,20,114.3,49.7,17.9,630,354,352,295,6.156,F,right,2
41011,30.6,135.5,55.2,21.4,718,453,430,359,8.61,F,right,4
41012,25.7,136.6,53.9,21,708,435,421,346,9.002,F,left,1
41013,20,117.1,51.9,17.8,637,374,352,309,6.597,F,right,1
41014,18.1,111,49.2,17.9,612,366,345,296,6.197,F,right,1
41015,19.8,116.8,47.7,19.1,656,372,354,314,6.709,F,right,1
42001,18.6,113.7,53.2,18.4,612,355,347,304,5.465,M,right,1
42002,21.2,117.5,53.5,19,646,361,371,311,6.323,M,right,1
42003,29.1,139.9,56,22.3,725,463,436,381,12.164,M,right,1
42004,37,148.8,63.8,22.5,760,495,468,395,11.69,M,left,1
42005,36.2,145.4,59.6,22.4,,,,,10.567,M,right,1
42006,36.7,145,60.3,23.1,764,476,454,388,11.101,M,right,4
42007,33.6,135.2,62.2,20.9,739,441,405,367,9.139,M,right,1
42008,25.2,132.8,53,19.7,699,420,424,342,9.284,M,right,1
42009,32.9,136.8,59.2,22.5,721,468,435,373,11.421,M,right,4
42010,24.8,131.7,54.3,21.3,717,413,414,340,9.556,M,right,2
42011,30.8,132.6,61.3,20.3,705,444,406,346,8.263,M,right,1
42012,24.1,120.1,57.3,20.1,640,388,383,322,8.895,M,right,2
42013,24.9,119.8,55.5,18,659,385,365,309,7.701,M,left,3
42014,24.5,125.9,54.8,19.8,685,402,388,337,7.564,M,right,3
42015,24,127.4,56.1,19.1,681,416,388,334,7.134,M,left,1
42016,25.3,125,52.9,20,689,392,385,335,6.893,M,right,5
42017,43.1,159.5,66.8,25.6,789,544,530,441,12.449,M,right,4
42018,37.2,149.5,62.6,23.4,751,490,504,421,12.027,M,left,1
42019,33.5,142.9,60.9,21.4,722,476,469,376,10.934,M,right,4
42020,31.2,134.1,59.6,21.2,707,447,408,366,11.309,M,right,1
42021,31.6,138.7,59.3,21.4,729,468,449,368,9.665,M,right,1
42022,30.5,134.4,60.3,21.4,722,420,422,353,9.282,M,right,1
42023,25.5,130.5,53.2,20.2,699,426,400,341,8.358,M,right,1
42024,28.4,129.2,57.2,20.2,689,425,405,343,8.545,M,right,4
42025,22.5,123,57.9,18.9,636,414,384,324,7.23,M,right,1
42026,21.3,117.6,50.7,18.1,647,364,370,305,7.331,M,right,4
42027,20.9,117,52,18.8,645,365,355,304,6.128,M,right,2
43001,14,90,48.7,14.8,500,284,247,231,2.482,F,right,1
43002,12.7,89.8,45.5,15.6,524,274,248,230,2.027,F,both,1
43003,13.1,92.3,43.4,14.5,547,270,260,,2.72,F,right,
43004,24.6,117.9,,,663,348,,,5.558,F,right,1
43005,20.5,117.3,,,652,364,,,5.463,F,right,2
43006,14.9,105.7,,,602,302,,,5.821,F,right,1
43007,23.7,117.4,,,667,375,,,5.712,F,right,4
43008,16.3,108.3,,,618,325,,,5.52,F,right,1
43009,20.8,117.3,,,656,361,,,5.435,F,right,1
43010,20.7,113.5,,,644,356,,,5.939,F,right,1
43011,23,123,,,661,367,,,6.736,F,right,1
43012,22.9,121.5,,,673,375,,,6.479,F,left,1
43013,18.9,111.9,,,604,361,,,7.441,F,right,5
43014,26.6,126.5,,,651,430,,,9.893,F,right,2
43015,32.5,137.7,,,724,456,,,9.778,F,right,1
43016,28.2,128.2,,,704,416,,,9.495,F,right,4
43017,30,134.2,,,720,440,,,9.561,F,right,2
43018,28.7,132.2,,,691,432,,,9.693,F,right,1
43019,23.3,128.1,,,695,406,,,9.194,F,right,2
43020,28.4,135.3,,,715,423,,,9.947,F,right,3
43021,30.2,139.6,,,743,456,,,9.197,F,right,4
43022,21.2,114.1,,,657,336,,,5.865,F,left,3
43023,17.9,113.5,,,627,338,,,5.295,F,right,1
43024,18.7,109.7,,,616,331,,,5.405,F,right,2
43025,22.4,117.6,,,654,382,,,5.86,F,right,1
43026,20,110.9,,,634,319,,,5.276,F,right,2
43027,16.3,105.9,,,596,318,,,5.635,F,right,3
43028,18.8,112.4,,,616,354,,,5.723,F,right,1
43029,13.1,96.5,,,532,275,,,5.764,F,right,1
43030,16.9,109.9,,,633,318,,,5.947,F,right,1
43031,16.6,106.1,,,608,325,,,5.498,F,right,2
43032,22.6,121.1,,,647,374,,,7.134,F,right,1
43033,21.5,114.8,,,640,368,,,6.282,F,right,2
43034,23,121.5,,,678,388,,,6.282,F,right,1
43035,25.2,123.4,,,664,401,,,6.728,F,right,1
43036,20.7,106.1,56.9,16.8,610,313,311,284,3.421,M,both,1
43037,13.5,92.6,45.4,14.4,555,286,263,248,2.846,F,right,1
43038,13.8,101.8,44.6,15.2,564,313,304,270,3.41,F,both,1
43039,11.8,87.4,46.1,13.7,502,272,249,234,2.161,M,both,3
43040,12.4,87.8,45.9,14.1,526,257,254,225,2.353,M,right,8
43041,15.8,101.1,46.5,15.5,594,303,279,259,3.758,M,left,7
43042,15.8,101.4,47.2,16.4,584,316,294,277,3.682,M,both,1
43043,11.4,85.2,46.1,13.4,511,252,241,214,2.021,F,both,2
43044,12.2,85.4,50,13.1,497,254,250,226,2.161,F,both,2
43045,17,103.2,,,600,311,,,5.731,F,right,3
43046,20.4,113.1,,,615,375,,,5.052,F,right,1
43047,15.8,98.1,50.8,15.9,584,284,275,253,2.52,M,right,3
43048,14.8,98.1,46.2,14.5,576,309,274,244,3.424,M,right,1
43049,12.8,88.7,44.4,12.9,546,247,235,215,2.339,M,both,1
43050,16.7,105.9,49.1,16.1,593,335,323,283,3.427,F,right,3
43051,88.1,184.9,84.2,27.8,969,611,591,488,18.413,M,right,1
43052,69,174.8,76.1,25.3,943,569,533,465,17.506,M,left,1
43053,70.8,176.5,75.6,26.9,917,582,549,497,17.876,M,right,1
43054,58.3,167.5,72.1,25.2,888,540,526,460,18.336,M,right,5
